query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
SUPERPANG_15_length=34456_24_1,1094184.KWO_0116795,0,1090,"COG0539@1|root,COG0539@2|Bacteria,1MVAV@1224|Proteobacteria,1RMFY@1236|Gammaproteobacteria,1X3UC@135614|Xanthomonadales",135614|Xanthomonadales,J,thus facilitating recognition of the initiation point. It is needed to translate mRNA with a short Shine-Dalgarno (SD) purine-rich sequence,rpsA,-,-,ko:K02945,"ko03010,map03010",M00178,-,-,"br01610,ko00000,ko00001,ko00002,ko03011",-,-,-,S1
SUPERPANG_15_length=34456_25_1,316273.XCV2495,5.04E-68,206,"COG0776@1|root,COG0776@2|Bacteria,1MZ7M@1224|Proteobacteria,1S8XZ@1236|Gammaproteobacteria,1X78F@135614|Xanthomonadales",135614|Xanthomonadales,K,"This protein is one of the two subunits of integration host factor, a specific DNA-binding protein that functions in genetic recombination as well as in transcriptional and translational control",himD,"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008150,GO:0009889,GO:0010556,GO:0019219,GO:0019222,GO:0031323,GO:0031326,GO:0044424,GO:0044444,GO:0044464,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:1901363,GO:1903506,GO:2001141",-,ko:K05788,-,-,-,-,"ko00000,ko03032,ko03036,ko03400",-,-,-,Bac_DNA_binding
SUPERPANG_15_length=34456_26_1,316273.XCV2494,1.76E-56,176,"2AQYG@1|root,31G76@2|Bacteria,1QDZK@1224|Proteobacteria,1TA8D@1236|Gammaproteobacteria,1X8IG@135614|Xanthomonadales",135614|Xanthomonadales,S,Lipopolysaccharide assembly protein A domain,-,-,-,ko:K08992,-,-,-,-,ko00000,-,-,-,LapA_dom
SUPERPANG_15_length=34456_27_1,190486.XAC2295,2.27E-289,789,"COG2956@1|root,COG2956@2|Bacteria,1MVDP@1224|Proteobacteria,1RP29@1236|Gammaproteobacteria,1X361@135614|Xanthomonadales",135614|Xanthomonadales,G,"Modulates cellular lipopolysaccharide (LPS) levels by regulating LpxC, which is involved in lipid A biosynthesis. May act by modulating the proteolytic activity of FtsH towards LpxC. May also coordinate assembly of proteins involved in LPS synthesis at the plasma membrane",lapB,-,-,ko:K19804,-,-,-,-,ko00000,-,-,-,"TPR_16,TPR_7"
SUPERPANG_15_length=34456_28_1,316273.XCV2492,2.56E-221,611,"COG0472@1|root,COG0472@2|Bacteria,1MWYW@1224|Proteobacteria,1RNAP@1236|Gammaproteobacteria,1X4RV@135614|Xanthomonadales",135614|Xanthomonadales,M,UDP-N-acetylmuramyl pentapeptide phosphotransferase UDP-N-acetylglucosamine-1-phosphate transferase,rfb303,-,-,-,-,-,-,-,-,-,-,-,Glycos_transf_4
SUPERPANG_15_length=34456_29_1,316273.XCV2491,0,1249,"COG1086@1|root,COG1086@2|Bacteria,1MWKY@1224|Proteobacteria,1RNQ2@1236|Gammaproteobacteria,1X4MS@135614|Xanthomonadales",135614|Xanthomonadales,GM,Multidrug MFS transporter,-,-,-,-,-,-,-,-,-,-,-,-,"CoA_binding_3,Polysacc_synt_2"
SUPERPANG_15_length=34456_30_1,316273.XCV2490,1.79E-213,589,"COG1210@1|root,COG1210@2|Bacteria,1MV5F@1224|Proteobacteria,1RNDX@1236|Gammaproteobacteria,1X33Q@135614|Xanthomonadales",135614|Xanthomonadales,M,UTP-glucose-1-phosphate uridylyltransferase,galU,-,2.7.7.9,ko:K00963,"ko00040,ko00052,ko00500,ko00520,ko01100,ko01130,map00040,map00052,map00500,map00520,map01100,map01130","M00129,M00361,M00362,M00549",R00289,RC00002,"ko00000,ko00001,ko00002,ko01000",-,-,-,NTP_transferase
SUPERPANG_15_length=34456_31_1,360094.PXO_00899,2.63E-34,119,"COG0475@1|root,COG0475@2|Bacteria",2|Bacteria,P,glutathione-regulated potassium exporter activity,kefB,-,-,"ko:K03455,ko:K11745,ko:K11747",-,-,-,-,"ko00000,ko02000","2.A.37,2.A.37.1.1,2.A.37.1.2",-,-,"Na_H_Exchanger,TrkA_N"
SUPERPANG_16_length=33730_1_1,317013.NY99_20060,1.44E-279,763,"COG3185@1|root,COG3185@2|Bacteria,1MUVZ@1224|Proteobacteria,1RN2Z@1236|Gammaproteobacteria,1X38W@135614|Xanthomonadales",135614|Xanthomonadales,E,4-hydroxyphenylpyruvate dioxygenase,hppD,-,1.13.11.27,ko:K00457,"ko00130,ko00350,ko00360,ko01100,map00130,map00350,map00360,map01100",M00044,"R01372,R02521","RC00505,RC00738","ko00000,ko00001,ko00002,ko01000,ko04147",-,-,-,"Glyoxalase,Glyoxalase_5"
SUPERPANG_16_length=33730_2_1,316273.XCV0484,0,902,"COG3508@1|root,COG3508@2|Bacteria,1MV9G@1224|Proteobacteria,1RQG2@1236|Gammaproteobacteria,1X40V@135614|Xanthomonadales",135614|Xanthomonadales,Q,"Involved in the catabolism of homogentisate (2,5- dihydroxyphenylacetate or 2,5-OH-PhAc), a central intermediate in the degradation of phenylalanine and tyrosine. Catalyzes the oxidative ring cleavage of the aromatic ring of homogentisate to yield maleylacetoacetate",hmgA,-,1.13.11.5,ko:K00451,"ko00350,ko00643,ko01100,ko01120,map00350,map00643,map01100,map01120",M00044,R02519,RC00737,"ko00000,ko00001,ko00002,ko01000",-,-,-,HgmA
SUPERPANG_16_length=33730_3_1,316273.XCV0485,1.94E-115,332,"2C0C4@1|root,32WYX@2|Bacteria,1N4M8@1224|Proteobacteria,1T6VN@1236|Gammaproteobacteria,1X890@135614|Xanthomonadales",135614|Xanthomonadales,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_16_length=33730_4_1,316273.XCV0486,8.35E-144,406,"2A97U@1|root,30YCI@2|Bacteria,1NMTT@1224|Proteobacteria,1T13P@1236|Gammaproteobacteria,1X7PY@135614|Xanthomonadales",135614|Xanthomonadales,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_16_length=33730_5_1,316273.XCV0487,4.87E-90,264,"COG1320@1|root,COG1320@2|Bacteria,1MZ6Z@1224|Proteobacteria,1S8TM@1236|Gammaproteobacteria,1X7G1@135614|Xanthomonadales",135614|Xanthomonadales,P,antiporter,phaG,-,-,ko:K05564,-,-,-,-,"ko00000,ko02000",2.A.63.1,-,-,PhaG_MnhG_YufB
SUPERPANG_16_length=33730_6_1,1094184.KWO_0101595,1.06E-56,176,"COG2212@1|root,COG2212@2|Bacteria,1N8WJ@1224|Proteobacteria,1S8ZM@1236|Gammaproteobacteria,1X7NA@135614|Xanthomonadales",135614|Xanthomonadales,P,"Multisubunit Na H antiporter, MnhF subunit",phaF,-,-,ko:K05563,-,-,-,-,"ko00000,ko02000",2.A.63.1,-,-,MrpF_PhaF
SUPERPANG_16_length=33730_7_1,317013.NY99_20090,6.23E-116,332,"COG1863@1|root,COG1863@2|Bacteria,1N1SJ@1224|Proteobacteria,1T0DK@1236|Gammaproteobacteria,1X6CB@135614|Xanthomonadales",135614|Xanthomonadales,P,antiporter,phaE,-,-,ko:K05562,-,-,-,-,"ko00000,ko02000",2.A.63.1,-,-,MNHE
SUPERPANG_16_length=33730_8_1,316273.XCV0490,0,950,"COG0651@1|root,COG0651@2|Bacteria,1MURB@1224|Proteobacteria,1RQBG@1236|Gammaproteobacteria,1X5EC@135614|Xanthomonadales",135614|Xanthomonadales,CP,Formate hydrogenlyase subunit 3 Multisubunit Na H antiporter MnhD subunit,phaD,-,-,ko:K05561,-,-,-,-,"ko00000,ko02000",2.A.63.1,-,-,Proton_antipo_M
SUPERPANG_16_length=33730_9_1,316273.XCV0491,1.41E-75,226,"COG1006@1|root,COG1006@2|Bacteria,1RH8H@1224|Proteobacteria,1SA5H@1236|Gammaproteobacteria,1X6WN@135614|Xanthomonadales",135614|Xanthomonadales,P,NADH-ubiquinone oxidoreductase subunit 4L,phaC,-,-,ko:K05560,-,-,-,-,"ko00000,ko02000",2.A.63.1,-,-,Oxidored_q2
SUPERPANG_16_length=33730_10_1,316273.XCV0492,0,1760,"COG1009@1|root,COG2111@1|root,COG1009@2|Bacteria,COG2111@2|Bacteria,1MW2M@1224|Proteobacteria,1RNKN@1236|Gammaproteobacteria,1X40I@135614|Xanthomonadales",135614|Xanthomonadales,CP,"Subunit A of antiporter complex involved in resistance to high concentrations of Na , K , Li and or alkali",ndhF,-,-,ko:K05559,-,-,-,-,"ko00000,ko02000",2.A.63.1,-,-,"DUF4040,MnhB,Proton_antipo_M,Proton_antipo_N"
SUPERPANG_16_length=33730_11_1,316273.XCV0493,4.80E-223,615,"COG0451@1|root,COG0451@2|Bacteria,1RB7F@1224|Proteobacteria,1S6UB@1236|Gammaproteobacteria,1X5HR@135614|Xanthomonadales",135614|Xanthomonadales,GM,epimerase,-,-,-,-,-,-,-,-,-,-,-,-,Epimerase
SUPERPANG_16_length=33730_12_1,316273.XCV0494,1.28E-116,333,"COG4539@1|root,COG4539@2|Bacteria,1N1G8@1224|Proteobacteria,1S9FD@1236|Gammaproteobacteria,1X6EP@135614|Xanthomonadales",135614|Xanthomonadales,S,membrane,-,-,-,-,-,-,-,-,-,-,-,-,DUF962
SUPERPANG_16_length=33730_13_1,316273.XCV0495,0,968,"COG3227@1|root,COG3227@2|Bacteria,1P416@1224|Proteobacteria,1RR7I@1236|Gammaproteobacteria,1X55N@135614|Xanthomonadales",135614|Xanthomonadales,E,"Thermolysin metallopeptidase, catalytic domain",-,-,-,ko:K20273,"ko02024,map02024",-,-,-,"ko00000,ko00001,ko01002",-,-,-,"FTP,PepSY,Peptidase_M4,Peptidase_M4_C"
SUPERPANG_16_length=33730_14_1,316273.XCV0496,0,1136,"COG0739@1|root,COG3179@1|root,COG0739@2|Bacteria,COG3179@2|Bacteria,1RC1P@1224|Proteobacteria,1RN66@1236|Gammaproteobacteria,1X5XS@135614|Xanthomonadales",135614|Xanthomonadales,M,Chitinase class I,-,-,-,ko:K03791,-,-,-,-,ko00000,-,GH19,-,"Glyco_hydro_19,PG_binding_1,Peptidase_M23"
SUPERPANG_16_length=33730_15_1,316273.XCV0497,1.34E-124,355,"2DWHQ@1|root,32V1N@2|Bacteria,1NJ85@1224|Proteobacteria,1SQVJ@1236|Gammaproteobacteria,1X7FE@135614|Xanthomonadales",135614|Xanthomonadales,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_16_length=33730_16_1,316273.XCV0498,3.90E-79,239,"2FBND@1|root,343TG@2|Bacteria,1NZRP@1224|Proteobacteria,1SSBZ@1236|Gammaproteobacteria,1X7XX@135614|Xanthomonadales",135614|Xanthomonadales,S,ORF located using Glimmer RBSfinder,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_16_length=33730_17_1,316273.XCV0499,3.62E-162,456,"2981H@1|root,2ZV7I@2|Bacteria,1P4D7@1224|Proteobacteria,1T7F8@1236|Gammaproteobacteria,1X97C@135614|Xanthomonadales",135614|Xanthomonadales,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_16_length=33730_18_1,316273.XCV0500,2.40E-228,628,"COG0152@1|root,COG0152@2|Bacteria,1MUR9@1224|Proteobacteria,1RNNY@1236|Gammaproteobacteria,1X3PE@135614|Xanthomonadales",135614|Xanthomonadales,F,Belongs to the SAICAR synthetase family,purC,"GO:0003674,GO:0003824,GO:0004639,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006188,GO:0006189,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009117,GO:0009123,GO:0009124,GO:0009126,GO:0009127,GO:0009150,GO:0009152,GO:0009156,GO:0009161,GO:0009165,GO:0009167,GO:0009168,GO:0009259,GO:0009260,GO:0009987,GO:0016874,GO:0016879,GO:0016881,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0034641,GO:0034654,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0046040,GO:0046390,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",6.3.2.6,ko:K01923,"ko00230,ko01100,ko01110,ko01130,map00230,map01100,map01110,map01130",M00048,R04591,"RC00064,RC00162","ko00000,ko00001,ko00002,ko01000",-,-,-,SAICAR_synt
SUPERPANG_16_length=33730_19_1,316273.XCV0501,4.80E-70,212,"COG0484@1|root,COG0484@2|Bacteria,1QU0S@1224|Proteobacteria,1T1K9@1236|Gammaproteobacteria,1X7IH@135614|Xanthomonadales",135614|Xanthomonadales,O,DnaJ molecular chaperone homology domain,-,-,-,-,-,-,-,-,-,-,-,-,DnaJ
SUPERPANG_16_length=33730_20_1,316273.XCV0502,1.06E-164,461,"COG0036@1|root,COG0036@2|Bacteria,1MUZM@1224|Proteobacteria,1RN3K@1236|Gammaproteobacteria,1X3J3@135614|Xanthomonadales",135614|Xanthomonadales,G,Belongs to the ribulose-phosphate 3-epimerase family,rpe,-,5.1.3.1,ko:K01783,"ko00030,ko00040,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00040,map00710,map01100,map01110,map01120,map01130,map01200,map01230","M00004,M00007",R01529,RC00540,"ko00000,ko00001,ko00002,ko01000",-,-,-,Ribul_P_3_epim
SUPERPANG_16_length=33730_21_1,316273.XCV0503,3.51E-115,330,"COG0454@1|root,COG0456@2|Bacteria,1RCYQ@1224|Proteobacteria,1S3YJ@1236|Gammaproteobacteria,1X6S3@135614|Xanthomonadales",135614|Xanthomonadales,K,N-acetyltransferase,-,-,-,-,-,-,-,-,-,-,-,-,Acetyltransf_1
SUPERPANG_16_length=33730_22_1,316273.XCV0504,3.79E-221,610,"COG1597@1|root,COG1597@2|Bacteria,1MY37@1224|Proteobacteria,1RMX9@1236|Gammaproteobacteria,1X5RC@135614|Xanthomonadales",135614|Xanthomonadales,F,the in vivo substrate is,-,-,-,-,-,-,-,-,-,-,-,-,DAGK_cat
SUPERPANG_16_length=33730_23_1,316273.XCV0505,0,975,"COG0147@1|root,COG0147@2|Bacteria,1MVBJ@1224|Proteobacteria,1RMSE@1236|Gammaproteobacteria,1X3D1@135614|Xanthomonadales",135614|Xanthomonadales,E,"Part of a heterotetrameric complex that catalyzes the two-step biosynthesis of anthranilate, an intermediate in the biosynthesis of L-tryptophan. In the first step, the glutamine- binding beta subunit (TrpG) of anthranilate synthase (AS) provides the glutamine amidotransferase activity which generates ammonia as a substrate that, along with chorismate, is used in the second step, catalyzed by the large alpha subunit of AS (TrpE) to produce anthranilate. In the absence of TrpG, TrpE can synthesize anthranilate directly from chorismate and high concentrations of ammonia",trpE,-,4.1.3.27,ko:K01657,"ko00400,ko00405,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00400,map00405,map01100,map01110,map01130,map01230,map02024,map02025",M00023,"R00985,R00986","RC00010,RC02148,RC02414","ko00000,ko00001,ko00002,ko01000",-,-,-,"Anth_synt_I_N,Chorismate_bind"
SUPERPANG_16_length=33730_24_1,316273.XCV0506,9.69E-251,689,"COG2008@1|root,COG2008@2|Bacteria,1MWCR@1224|Proteobacteria,1RRGS@1236|Gammaproteobacteria,1X7AE@135614|Xanthomonadales",135614|Xanthomonadales,E,Beta-eliminating lyase,-,-,4.1.2.48,ko:K01620,"ko00260,ko01100,ko01110,ko01120,ko01130,ko01230,map00260,map01100,map01110,map01120,map01130,map01230",-,"R00751,R06171","RC00312,RC00372","ko00000,ko00001,ko01000",-,-,-,Beta_elim_lyase
SUPERPANG_16_length=33730_25_1,316273.XCV0507,7.20E-165,463,"COG2968@1|root,COG2968@2|Bacteria,1QSG2@1224|Proteobacteria,1T7ED@1236|Gammaproteobacteria,1X969@135614|Xanthomonadales",135614|Xanthomonadales,S,Protein of unknown function (DUF541),-,-,-,ko:K09807,-,-,-,-,ko00000,-,-,-,SIMPL
SUPERPANG_16_length=33730_26_1,316273.XCV0514,3.50E-136,385,"COG0512@1|root,COG0512@2|Bacteria,1MV5Y@1224|Proteobacteria,1RMQW@1236|Gammaproteobacteria,1X41Q@135614|Xanthomonadales",135614|Xanthomonadales,EH,with TrpE catalyzes the formation of anthranilate and glutamate from chorismate and glutamine,trpG,-,4.1.3.27,ko:K01658,"ko00400,ko00405,ko01100,ko01110,ko01130,ko01230,ko02024,ko02025,map00400,map00405,map01100,map01110,map01130,map01230,map02024,map02025",M00023,"R00985,R00986","RC00010,RC02148,RC02414","ko00000,ko00001,ko00002,ko01000",-,-,-,GATase
SUPERPANG_16_length=33730_27_1,316273.XCV0515,2.62E-150,423,"COG1853@1|root,COG1853@2|Bacteria,1MUPP@1224|Proteobacteria,1RR4T@1236|Gammaproteobacteria,1X3VQ@135614|Xanthomonadales",135614|Xanthomonadales,S,Flavin reductase like domain,-,-,-,-,-,-,-,-,-,-,-,-,Flavin_Reduct
SUPERPANG_16_length=33730_28_1,316273.XCV0516,4.15E-234,645,"COG0547@1|root,COG0547@2|Bacteria,1MUPV@1224|Proteobacteria,1RNXV@1236|Gammaproteobacteria,1X46V@135614|Xanthomonadales",135614|Xanthomonadales,E,Catalyzes the transfer of the phosphoribosyl group of 5- phosphorylribose-1-pyrophosphate (PRPP) to anthranilate to yield N-(5'-phosphoribosyl)-anthranilate (PRA),trpD,"GO:0000162,GO:0003674,GO:0003824,GO:0004048,GO:0006082,GO:0006520,GO:0006568,GO:0006576,GO:0006586,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009072,GO:0009073,GO:0009308,GO:0009309,GO:0009987,GO:0016053,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0042401,GO:0042430,GO:0042435,GO:0043436,GO:0044106,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0046219,GO:0046394,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607",2.4.2.18,ko:K00766,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00023,R01073,RC00440,"ko00000,ko00001,ko00002,ko01000",-,-,-,"Glycos_trans_3N,Glycos_transf_3"
SUPERPANG_16_length=33730_29_1,316273.XCV0517,4.98E-179,499,"COG0134@1|root,COG0134@2|Bacteria,1MW5K@1224|Proteobacteria,1RNYH@1236|Gammaproteobacteria,1X42P@135614|Xanthomonadales",135614|Xanthomonadales,E,Belongs to the TrpC family,trpC,"GO:0003674,GO:0003824,GO:0004425,GO:0016829,GO:0016830,GO:0016831",4.1.1.48,ko:K01609,"ko00400,ko01100,ko01110,ko01130,ko01230,map00400,map01100,map01110,map01130,map01230",M00023,R03508,RC00944,"ko00000,ko00001,ko00002,ko01000",-,-,-,IGPS
SUPERPANG_16_length=33730_30_1,316273.XCV0518,3.17E-173,483,"COG0560@1|root,COG0560@2|Bacteria,1MWTU@1224|Proteobacteria,1SHRU@1236|Gammaproteobacteria,1X3S3@135614|Xanthomonadales",135614|Xanthomonadales,E,haloacid dehalogenase,-,-,3.1.3.27,ko:K18697,"ko00564,map00564",-,R02029,RC00017,"ko00000,ko00001,ko01000",-,-,-,HAD
SUPERPANG_16_length=33730_31_1,190486.XAC0483,5.22E-159,446,"COG0664@1|root,COG0664@2|Bacteria,1MXID@1224|Proteobacteria,1RMIZ@1236|Gammaproteobacteria,1X3QC@135614|Xanthomonadales",135614|Xanthomonadales,K,Transcriptional regulator,clp,"GO:0000166,GO:0003674,GO:0003676,GO:0003677,GO:0003700,GO:0005488,GO:0005515,GO:0006355,GO:0008144,GO:0008150,GO:0009889,GO:0010468,GO:0010556,GO:0017076,GO:0019001,GO:0019219,GO:0019222,GO:0030551,GO:0031323,GO:0031326,GO:0032553,GO:0032555,GO:0032561,GO:0035438,GO:0036094,GO:0043167,GO:0043168,GO:0046983,GO:0050789,GO:0050794,GO:0051171,GO:0051252,GO:0060255,GO:0065007,GO:0080090,GO:0097159,GO:0097367,GO:0140110,GO:1901265,GO:1901363,GO:1903506,GO:2000112,GO:2001141",-,ko:K10914,"ko02020,ko02024,ko02025,ko02026,ko05111,map02020,map02024,map02025,map02026,map05111",-,-,-,"ko00000,ko00001,ko03000",-,-,-,"Crp,HTH_Crp_2,cNMP_binding"
SUPERPANG_16_length=33730_32_1,190486.XAC0484,2.32E-188,523,"COG1586@1|root,COG1586@2|Bacteria,1MXPT@1224|Proteobacteria,1RQSX@1236|Gammaproteobacteria,1X32W@135614|Xanthomonadales",135614|Xanthomonadales,E,"Catalyzes the decarboxylation of S-adenosylmethionine to S-adenosylmethioninamine (dcAdoMet), the propylamine donor required for the synthesis of the polyamines spermine and spermidine from the diamine putrescine",speD,-,4.1.1.50,ko:K01611,"ko00270,ko00330,ko01100,map00270,map00330,map01100","M00034,M00133",R00178,RC00299,"ko00000,ko00001,ko00002,ko01000",-,-,-,AdoMet_dc
SUPERPANG_16_length=33730_33_1,1219375.CM002139_gene680,7.94E-68,205,"COG2076@1|root,COG2076@2|Bacteria,1MZ6P@1224|Proteobacteria,1S8TD@1236|Gammaproteobacteria,1X7HX@135614|Xanthomonadales",135614|Xanthomonadales,P,PFAM small multidrug resistance protein,sugE,-,-,ko:K11741,-,-,-,-,"ko00000,ko02000",2.A.7.1,-,-,Multi_Drug_Res
SUPERPANG_17_length=82429_1_1,1552758.NC00_19165,1.54E-126,362,"2A4KT@1|root,30T7I@2|Bacteria,1PCWK@1224|Proteobacteria,1SY1E@1236|Gammaproteobacteria,1X74E@135614|Xanthomonadales",135614|Xanthomonadales,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_17_length=82429_2_1,316273.XCV0798,5.46E-258,708,"COG0117@1|root,COG1985@1|root,COG0117@2|Bacteria,COG1985@2|Bacteria,1MUWT@1224|Proteobacteria,1RN2M@1236|Gammaproteobacteria,1X30V@135614|Xanthomonadales",135614|Xanthomonadales,H,"Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate",ribD,-,"1.1.1.193,3.5.4.26",ko:K11752,"ko00740,ko01100,ko01110,ko02024,map00740,map01100,map01110,map02024",M00125,"R03458,R03459","RC00204,RC00933","ko00000,ko00001,ko00002,ko01000",-,-,-,"RibD_C,dCMP_cyt_deam_1"
SUPERPANG_17_length=82429_3_1,316273.XCV0797,1.13E-115,331,"COG3153@1|root,COG3153@2|Bacteria,1MYMQ@1224|Proteobacteria,1SA16@1236|Gammaproteobacteria,1X8Z2@135614|Xanthomonadales",135614|Xanthomonadales,S,acetyltransferase,-,-,-,-,-,-,-,-,-,-,-,-,"Acetyltransf_1,Acetyltransf_10"
SUPERPANG_17_length=82429_4_1,1094184.KWO_0112775,7.50E-120,342,"COG1327@1|root,COG1327@2|Bacteria,1RE7V@1224|Proteobacteria,1S3P9@1236|Gammaproteobacteria,1X3CN@135614|Xanthomonadales",135614|Xanthomonadales,K,Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes,nrdR,-,-,ko:K07738,-,-,-,-,"ko00000,ko03000",-,-,-,ATP-cone
SUPERPANG_17_length=82429_5_1,190486.XAC0743,5.31E-303,826,"COG0112@1|root,COG0112@2|Bacteria,1MUIS@1224|Proteobacteria,1RMHQ@1236|Gammaproteobacteria,1X3XK@135614|Xanthomonadales",135614|Xanthomonadales,E,"Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism",glyA,-,2.1.2.1,ko:K00600,"ko00260,ko00460,ko00630,ko00670,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,ko01523,map00260,map00460,map00630,map00670,map00680,map01100,map01110,map01120,map01130,map01200,map01230,map01523","M00140,M00141,M00346,M00532","R00945,R09099","RC00022,RC00112,RC01583,RC02958","ko00000,ko00001,ko00002,ko01000",-,-,-,SHMT
SUPERPANG_17_length=82429_6_1,366649.XFF4834R_chr07500,9.38E-80,240,"COG5455@1|root,COG5455@2|Bacteria,1NGVG@1224|Proteobacteria,1S9K0@1236|Gammaproteobacteria,1X887@135614|Xanthomonadales",135614|Xanthomonadales,S,integral membrane protein,-,-,-,-,-,-,-,-,-,-,-,-,RcnB
SUPERPANG_17_length=82429_7_1,190486.XAC0741,0,1092,"COG0488@1|root,COG0488@2|Bacteria,1MU37@1224|Proteobacteria,1RPWS@1236|Gammaproteobacteria,1X4N2@135614|Xanthomonadales",135614|Xanthomonadales,S,abc transporter atp-binding protein,yjjK,-,-,-,-,-,-,-,-,-,-,-,"ABC_tran,ABC_tran_Xtn"
SUPERPANG_17_length=82429_8_1,316273.XCV0791,3.37E-75,224,"29ZXI@1|root,30MZ2@2|Bacteria,1QB6F@1224|Proteobacteria,1T6Q8@1236|Gammaproteobacteria,1X7WN@135614|Xanthomonadales",135614|Xanthomonadales,NA,-,-,-,-,-,-,-,-,-,-,-,-,-,-
SUPERPANG_17_length=82429_9_1,316273.XCV0790,2.34E-203,562,"COG0627@1|root,COG0627@2|Bacteria,1MUID@1224|Proteobacteria,1RMR3@1236|Gammaproteobacteria,1X2XZ@135614|Xanthomonadales",135614|Xanthomonadales,S,Serine hydrolase involved in the detoxification of formaldehyde,fghA,-,3.1.2.12,ko:K01070,"ko00680,ko01120,ko01200,map00680,map01120,map01200",-,R00527,"RC00167,RC00320","ko00000,ko00001,ko01000",-,CE1,-,Esterase
SUPERPANG_17_length=82429_10_1,316273.XCV0789,6.07E-141,397,"COG3791@1|root,COG3791@2|Bacteria,1MX4A@1224|Proteobacteria,1S25J@1236|Gammaproteobacteria,1X61A@135614|Xanthomonadales",135614|Xanthomonadales,H,Catalyzes the condensation of formaldehyde and glutathione to S-hydroxymethylglutathione,gfa,-,4.4.1.22,ko:K03396,"ko00680,ko01120,ko01200,map00680,map01120,map01200",-,R06982,"RC00069,RC01707","ko00000,ko00001,ko01000",-,-,-,GFA
SUPERPANG_17_length=82429_11_1,316273.XCV0788,2.79E-276,754,"COG1062@1|root,COG1062@2|Bacteria,1MUK4@1224|Proteobacteria,1RNQ4@1236|Gammaproteobacteria,1X3UT@135614|Xanthomonadales",135614|Xanthomonadales,C,Belongs to the zinc-containing alcohol dehydrogenase family. Class-III subfamily,frmA,-,"1.1.1.1,1.1.1.284",ko:K00121,"ko00010,ko00071,ko00350,ko00625,ko00626,ko00680,ko00830,ko00980,ko00982,ko01100,ko01110,ko01120,ko01130,ko01200,ko01220,ko05204,map00010,map00071,map00350,map00625,map00626,map00680,map00830,map00980,map00982,map01100,map01110,map01120,map01130,map01200,map01220,map05204",-,"R00623,R00754,R02124,R04880,R05233,R05234,R06917,R06927,R06983,R07105,R08281,R08306,R08310","RC00050,RC00087,RC00088,RC00099,RC00116,RC00649,RC01715,RC01734,RC02273","ko00000,ko00001,ko01000",-,-,-,"ADH_N,ADH_zinc_N"
